Voltage_V,Capacitance_pF,InvC2_1_per_nF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
273,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
274,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
275,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
276,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
277,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
278,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
279,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
280,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
281,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
282,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
283,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
284,24.4,1679.65600645,0,-0.284367802792,22.0951436181,72.8194535719,0.217103743375,0.259692184918
285,24.4,1679.65600645,0,-0.751543478807,22.0951436181,72.8194535719,0.217103743375,0.259692184918
286,24.4,1679.65600645,0,-0.934351352031,22.0951436181,72.8194535719,0.217103743375,0.259692184918
287,24.4,1679.65600645,0,-1.06802214168,22.0951436181,72.8194535719,0.217103743375,0.259692184918
288,24.4,1679.65600645,0,-1.13896473954,22.0951436181,72.8194535719,0.217103743375,0.259692184918
289,24.4,1679.65600645,0,-1.13358803739,22.0951436181,72.8194535719,0.217103743375,0.259692184918
290,24.4,1679.65600645,0,-1.038300927,22.0951436181,72.8194535719,0.217103743375,0.259692184918
291,24.4,1679.65600645,0,-0.839512300154,22.0951436181,72.8194535719,0.217103743375,0.259692184918
292,24.4,1679.65600645,0,-0.523631048628,22.0951436181,72.8194535719,0.217103743375,0.259692184918
293,24.4,1679.65600645,0,-0.077066064202,22.0951436181,72.8194535719,0.217103743375,0.259692184918
294,24.4,1679.65600645,0,0.513773761347,22.0951436181,72.8194535719,0.217103743375,0.259692184918
295,24.4,1679.65600645,0,1.26247953624,22.0951436181,72.8194535719,0.217103743375,0.259692184918
296,24.4,1679.65600645,0,2.1826423687,22.0951436181,72.8194535719,0.217103743375,0.259692184918
297,24.4,1679.65600645,0,3.28785336694,22.0951436181,72.8194535719,0.217103743375,0.259692184918
298,24.4,1679.65600645,0,4.5917036392,22.0951436181,72.8194535719,0.217103743375,0.259692184918
299,24.4,1679.65600645,6.92638719657,6.10778429368,22.0951436181,72.8194535719,0.217103743375,0.259692184918
300,24.3,1693.50878084,13.8527743931,7.84968643862,22.0951436181,72.8194535719,0.217103743375,0.259692184918
